"Timestamp","I understand the intention of this project and I give permission to the project coordinator to use my responses at their discretion.","What is your age?","What is your primary role?","How many years have you been dancing Zouk?","What is your experience level?","What state/country do you live in?","How frequently did you attend group classes in 2022? (weekly, progressive courses)","Are these classes in person or online?","How many hours of group classes do you attend per week?","How much do you pay per week for group classes? (please include currency)","What is your favorite learning style?","What is your preferred class structure?","Do you prefer to know the class topic ahead of time?","What is your biggest barrier to attending class?","What is the ideal length for a group class?","Do you prefer progressive courses (closed group) or traditional weekly classes (drop in)?","How important to you is having a designated practica session in addition to weekly class?","In addition to a base cost, how much more are you willing to pay to have a 30-min practica at the end of a group class?","How important to you is it that your instructor attends or competes at larger events?","Have you taken a private lesson from any instructor in 2022?","Was your lesson purchased as a package or as a single lesson?","In 2022, did you take private lessons online or in person?","What was your goal/motivation to seek a private lesson?","How often do you take private lessons?","Do you take private lessons with local instructors, or only pros at major events?","What prevents you from taking more private lessons?","Have you attended any socials in 2022?","Do you feel comfortable inviting someone else to dance with you at a social?","How often do you...  [give instruction / corrections on the dance floor at a social?]","How often do you...  [receive instruction / corrections on the dance floor at a social?]","What time do your local socials typically start? (not including classes before)","Ideally, what time would you like socials to start?","What time do you typically ARRIVE at a social?	","What time do you typically DEPART from a social?	","How many songs in a row do you typically dance with the same partner at a local social?","In addition to a base cost, how much more are you willing to pay to have a headliner DJ at a local social?","Have you attended any events (socials, weekender/workshops, or Congress) in 2022?","What type of events have you participated in during 2022?","If you attended local socials, how many have you attended in 2022?","If you attended local socials, what was the average price you paid for a social in 2022?","If you attended weekender/workshop events, how many have you attended in 2022?","If you attended weekender/workshop events, what was the average price you paid for a weekender/workshop event in 2022?","If you attended a Congress, how many have you attended in 2022?","If you attended a Congress, what was the average price you paid for a Congress in 2022?","How interested are you in competing at a zouk event (either JnJ or routine)?","Over the past year, has your interest in competition...","Please rank the following elements of an event from least important (1) to most important (10). [Location (city/neighborhood)]","Please rank the following elements of an event from least important (1) to most important (10). [Parking]","Please rank the following elements of an event from least important (1) to most important (10). [Floors]","Please rank the following elements of an event from least important (1) to most important (10). [Ambiance (lighting, rest areas)]","Please rank the following elements of an event from least important (1) to most important (10). [Quality of amenities (bathrooms, water)]","Please rank the following elements of an event from least important (1) to most important (10). [Music/DJs]","Please rank the following elements of an event from least important (1) to most important (10). [Size (number of available dance partners)]","Please rank the following elements of an event from least important (1) to most important (10). [Number of artists]","Please rank the following elements of an event from least important (1) to most important (10). [Number of workshops]","Please rank the following elements of an event from least important (1) to most important (10). [Length of Time (hours of instruction/socials)]","What is the maximum number of classes/workshops you have taken in a single day at an event (such as a weekender or congress) in 2022?","What is a comfortable number of classes/workshops for you to take in a single day at an event (such as a weekender or congress) in 2022?	","What was the most challenging aspect of starting zouk for you?","What is your greatest fear when participating in zouk?","What is the most rewarding part of zouk for you?","What is it about zouk that keeps you coming back?","Please indicate how often you agree with the following statements. [I change the patterns/styling used in my dance based on the type of song.]","Please indicate how often you agree with the following statements. [I am generally comfortable with physical contact (in dance and non-dance).]","Please indicate how often you agree with the following statements. [I am uncomfortable being in close position for more than an 8-count.]","Please indicate how often you agree with the following statements. [I believe zouk requires a spiritual connection between partners.]","Please indicate how often you agree with the following statements. [It is easy for me to communicate my boundaries to my partners during socials.]","Please indicate how often you agree with the following statements. [I feel that my boundaries are respected by my partners.]","Please indicate how often you agree with the following statements. [The distinction between sexual and sensual movements/connections is unclear when dancing zouk.]","Please indicate how often you agree with the following statements. [I have an active awareness about how my romantic partner feels when I dance with others (if not applicable please leave blank)]","Please indicate how often you agree with the following statements. [I feel I am able to explore/play with new connections/patterns in a social setting without judgement.]","Please indicate how comfortable you are with the following connection points in a social setting. [Forehead]","Please indicate how comfortable you are with the following connection points in a social setting. [Cheek]","Please indicate how comfortable you are with the following connection points in a social setting. [Chin]","Please indicate how comfortable you are with the following connection points in a social setting. [Neck]","Please indicate how comfortable you are with the following connection points in a social setting. [Shoulder]","Please indicate how comfortable you are with the following connection points in a social setting. [Arm]","Please indicate how comfortable you are with the following connection points in a social setting. [Hand]","Please indicate how comfortable you are with the following connection points in a social setting. [Chest]","Please indicate how comfortable you are with the following connection points in a social setting. [Upper back]","Please indicate how comfortable you are with the following connection points in a social setting. [Lower back]","Please indicate how comfortable you are with the following connection points in a social setting. [Hips]","Please indicate how comfortable you are with the following connection points in a social setting. [Upper thigh]","Please indicate how comfortable you are with the following connection points in a social setting. [Knee]","Please indicate how comfortable you are with the following connection points in a social setting. [Lower Leg]","Please indicate how comfortable you are with the following connection points in a social setting. [Foot]","What is your preferred ratio of music style at a social?","How accessible/easy to start do you think Zouk is for new dancers?","What would make Zouk more accessible/easier to start for new dancers?","Would you rather...? [Have a social at A) a dance studio or B) Other Venue Type (Hotel, Bar, Park, etc.)]","Would you rather...? [Attend a social with A) Headliner DJ/Instructor or B) a better dance floor]","Would you rather...? [Have the lighting at a social be A) low/mostly dark (~20-40% of normal) or B) lower than class, but not dark (45-65%)]","Would you rather...? [In your local scene, have more A) classes or B) socials]","Would you rather...? [In weekly classes, have A) a longer pattern or B) harder concept]","Would you rather...? [In weekly classes, have A) more sessions per week or B) one day with a longer session]","Any other feedback, thoughts, feelings you would like to share? Any questions that were missed/should be considered for another survey?"
"2022/12/20 7:23:30 PM PST","Yes","38","Follower","4.5","Advanced","California ","Once a month","In Person","0","0","Verbal (I need details of the pattern explained to me before each movement)","Concept based","Yes, I use it to determine if I will attend or not","There are no classes in my area","1.5 hours","Progressive Closed Group Classes","Very important","$8","Not at all important","Yes","Mix","In Person","Elevate my technique ","Every few months","Professionals at events only","My budget/ability to pay the cost;My instructor's time/availability","Yes","Yes","Never","Never","22:00","21:00","22:30","02:00","4-6","$5","Yes","Local socials;Weekender/workshops;Congress","20","15","4","120","8","","Very interested","Increased","9","3","8","8","7","8","9","6","5","5","5","3","Learning technique and class availability ","Injury ","Connection","Friendships, community, pleasure ","Some of the time","Always","Always","Some of the time","Most of the time","Most of the time","Only with specific people","","Some of the time","Usually","Usually","Usually","Usually","Always","Always","Always","Usually","Always","Always","Usually","Usually","Always","Always","Always","50% Mellow/50% Dynamic","Somewhat accessible","Availability of instruction, cost","A","B","B","B","B","B",""
"2022/12/20 7:29:49 PM PST","Yes","40","Follower","1.5","Intermediate","Victoria, Australia ","Multiple times a week","In Person","3","45","Physical (I need to experience elements of the pattern through drills or repetition)","Concept based","Yes, but I will attend class regardless","Cost","1.5 hours","Both equally","Very important","$5","Not at all important","No","","","","","","","Yes","Sometimes, it depends on the day/event","Never","Some of the time","09:00","08:00","09:00","12:30","3","$5","Yes","Local socials;Weekender/workshops","10","15","4","100","0","","Not at all interested","Stayed the same","8","7","9","8","8","9","9","7","8","8","4","3","Tilted turns","","Connection","Friendly atmosphere","Only with specific people","Most of the time","Only with specific people","Only with specific people","Most of the time","Most of the time","Never","Most of the time","Some of the time","Usually","Usually","Sometimes","Only with specific partners","Always","Always","Always","Always","Usually","Usually","Always","Always","Always","Always","Always","50% Mellow/50% Dynamic","Somewhat accessible","","B","B","B","A","B","A",""
"2022/12/20 7:36:36 PM PST","Yes","36","Leader","Less than a year.","Intermediate","Ontario, Canada","Multiple times a week","In Person","Minimum 3 hours a week","45 Canadian Dollars per week","Physical (I need to experience elements of the pattern through drills or repetition)","Equal mix of both","Yes, but I will attend class regardless","Time of day","1.5 hours","Progressive Closed Group Classes","Very important","$0","Very important","Yes","Mix","In Person","Improve my social dance skill and my showcase performances ","A few times a year, or less","Local instructors only","My budget/ability to pay the cost;My time/availability","Yes","Yes","Only if explicitly asked for","Some of the time","21:00","20:00","21:00","11:30","3","$5","Yes","Local socials;Weekender/workshops","At least 25 Zouk social dances","12$","2 Weekenders","170$","None","None","Very interested","Increased","10","1","10","10","10","10","10","5","10","10","2 Zouk workshops in a single day","5 classes and workshops back to back","The flowy, wavy and wide range of body motion","Hurting a dance partner","Having a good time with my dance partner with a good connection and musicality","The human connection","Some of the time","Most of the time","Only with specific people","Always","Most of the time","Most of the time","Some of the time","","Always","NA (I haven't learned or had connections this way)","NA (I haven't learned or had connections this way)","NA (I haven't learned or had connections this way)","Sometimes","Always","Always","Always","Only with specific partners","Always","Only with specific partners","Always","Only with specific partners","Always","Only with specific partners","Always","50% Mellow/50% Dynamic","Somewhat accessible","Having more exposure in the dance scene and having more social dance outlets in a city.","A","B","A","B","B","B","What challenges came across from a dancer with multiple disciplinary skills or from different dances? (E.g. ; an athlete, an Olympic speed climber, figure skater, ballroom dancer, or a former Salsa competitor.)"
"2022/12/20 8:06:33 PM PST","Yes","31","Follower","7","Beginner","Singapore","Never, or less than once a month","","","","","","","","","","","","","Yes","Single","In Person","Learn a few specific technique/movement to prevent injury","A few times a year, or less","Local instructors only","My budget/ability to pay the cost;My instructor's time/availability","Yes","Yes","Only if explicitly asked for","Some of the time","21:00","20:00","21:00","23:30","2","$0","Yes","Local socials;Congress","> 15","10","Na","Na","1","200","Somewhat interested","Stayed the same","10","1","4","3","2","5","9","6","7","8","5","5","Head movements","Head movements","Connection","Connection","Some of the time","Most of the time","Only with specific people","Some of the time","Most of the time","Most of the time","Rarely","","Most of the time","Only with specific partners","Only with specific partners","Only with specific partners","Only with specific partners","Always","Always","Always","Only with specific partners","Always","Only with specific partners","Usually","Usually","Always","Always","Always","50% Mellow/50% Dynamic","Somewhat accessible","More mixed socials and people dancing other dances get to see what zouk is like","A","A","A","B","A","B",""
"2022/12/20 8:19:02 PM PST","Yes","30","Leader","1 year","Intermediate","Australia","Once a week","In Person","3","$70","Visual (I need to see the pattern demonstrated by the instructors multiple times before I try any movement)","Concept based","Yes, but I will attend class regardless","Cost","More than 2 hours","Progressive Closed Group Classes","Very important","$8","A little important","Yes","Package","In Person","Improve quickly","Weekly","Mix of both","Nothing, I already take as many as I feel I need.","Yes","Yes","Never","Never","09:00","09:00","09:30","12:00","4-6","$0","Yes","Local socials;Weekender/workshops;Congress","100+","$10","5","$300","3","$350","Somewhat interested","Increased","4","3","4","3","3","3","3","3","3","4","5","3","Its way harder compared to bachata or salsa","Being boring or bored","The feels","The feels","Most of the time","Always","Some of the time","Most of the time","Most of the time","Always","Always","Most of the time","Always","Always","Sometimes","Sometimes","Usually","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","80% Mellow/20% Dynamic","Not at all accessible","Better teachers ","B","A","B","B","B","A",""
"2022/12/20 9:15:02 PM PST","Yes","47","Follower",".4","Beginner","California ","2-3 times a month","In Person","3","$53","Physical (I need to experience elements of the pattern through drills or repetition)","Equal mix of both","No, it does not make a difference to me","Time of day","1 hour","Both equally","Very important","$8","A little important","Yes","Single","In Person","Technical improvement ","A few times a year, or less","Mix of both","My budget/ability to pay the cost;My time/availability;My instructor's time/availability","Yes","Yes","Never","Only if explicitly asked for","22:00","21:00","22:30","02:00","3","$5","Yes","Local socials;Weekender/workshops;Congress","4","20","2","$85","2","$300","Very interested","Increased","9","3","10","8","4","7","8","4","9","9","5","5-6","Time, cost","Not being a good enough follow. That I will bore my leader","Flow","It feels good ","Always","Most of the time","Only with specific people","Some of the time","Some of the time","Always","Only with specific people","Some of the time","Some of the time","Usually","Sometimes","Sometimes","Usually","Always","Always","Always","Sometimes","Always","Always","Always","Always","Always","Always","Always","50% Mellow/50% Dynamic","Somewhat accessible","The community expectations/ agreements/culture","A","B","B","B","B","B",""
"2022/12/20 9:28:05 PM PST","Yes","36","Leader","6","Intermediate","USA","Never, or less than once a month","","","","","","","","","","","","","Yes","Package","In Person","Unlearn bad technique","Only at events","Professionals at events only","Nothing, I already take as many as I feel I need.","Yes","Yes","Never","Never","22:00","22:00","22:00","00:30","3","$5","Yes","Local socials;Weekender/workshops;Congress","20","15","4","50","4","200","Not at all interested","Decreased","8","2","6","7","5","6","6","4","4","6","6","6","I felt the dance was natural. But I learned bad habits (leading with arms)","Getting sick and getting my family sick as a result","Connection","I need to be touched and to connect with friends","Always","Always","Never","Only with specific people","Always","Always","Some of the time","","Always","Sometimes","Always","Sometimes","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","80% Mellow/20% Dynamic","Very accessible","Good dances with advanced dancers","A","B","A","B","B","A",""
"2022/12/20 10:28:14 PM PST","Yes","24","Follower","4 years more or less","Intermediate","Ireland","Once a week","In Person","3-4 hours","€45","Physical (I need to experience elements of the pattern through drills or repetition)","Concept based","Yes, but I will attend class regardless","Time of day","1.5 hours","Progressive Closed Group Classes","Very important","$10","Very important","Yes","Single","In Person","To improve technique ","Every few months","Local instructors only","My time/availability","Yes","Sometimes, it depends on the day/event","Only if explicitly asked for","Only if explicitly asked for","16:00","18:00","18:30","20:30","2","$5","Yes","Local socials;Weekender/workshops;Congress","20+","$10","6","€40","1","€120","Somewhat interested","Increased","3","2","3","3","2","3","3","1","2","2","6","6","Bodily awareness","Injuring my partner","Connection with partner/community","Leader Follower ratio, sometimes I feel iced out by other followers (female)","Most of the time","Most of the time","Rarely","Only with specific people","Some of the time","Most of the time","Only with specific people","","Most of the time","Sometimes","Sometimes","Sometimes","Sometimes","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","50% Mellow/50% Dynamic","Somewhat accessible","Ice breakers at the beginning of classes/practicas; at practicas and classes attendees openly stating what they want to improve and work on","A","B","B","A","B","A",""
"2022/12/20 11:01:54 PM PST","Yes","40","Follower","2","Beginner","Virginia, USA","Multiple times a week","In Person","2-4","Avg $40-60","Physical (I need to experience elements of the pattern through drills or repetition)","Equal mix of both","Yes, but I will attend class regardless","There are no classes in my area","1 hour","Progressive Closed Group Classes","Very important","$8","Very important","Yes","Mix","In Person","Improve basic technique ","Every few months","Mix of both","My budget/ability to pay the cost","Yes","Yes","Never","Some of the time","","21:00","21:00","01:00","2","$10","Yes","Local socials;Weekender/workshops;Congress","","2","6","","3","","Not at all interested","Stayed the same","2","2","2","2","1","1","1","2","2","2","4","3","Technique","Not fear, but the cliquiness is real and brings down my vibe. Some people truly never give newcomers a chance, and it’s tough to ask them since they’re always dancing","Infinite learning; feels great!","Love the music, creativity, learning ","Most of the time","Most of the time","Rarely","Never","Always","Always","Only with specific people","","Most of the time","Sometimes","Usually","Usually","Usually","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","50% Mellow/50% Dynamic","Somewhat accessible","Cost, mix of technique & styling classes, less focus on the hippie stuff- we can have connection without it being a big holier than thou song & dance (no pun intended)","B","A","A","B","B","A","Thank you, please share your findings with the zouk nerds!"
"2022/12/20 11:03:19 PM PST","Yes","30","Both Equally","9","Advanced","Georgia / United States","Multiple times a week","In Person","7","15$","Physical (I need to experience elements of the pattern through drills or repetition)","Equal mix of both","Yes, but I will attend class regardless","Time of day","More than 2 hours","Both equally","Very important","$5","A little important","Yes","Mix","In Person","Jnjs, become more comfortable, enhance styling, enhance connection","Only at events","Professionals at events only","Nothing, I already take as many as I feel I need.","Yes","Yes","Only if explicitly asked for","Only if explicitly asked for","20:00","20:00","20:00","00:00","4-6","$0","Yes","Local socials;Weekender/workshops;Congress","1 per week so 52.","10$","6","90$","4","120$","Very interested","Increased","7","5","10","","9","4","3","8","2","1","6","5 with a half hour in between each","Lack of awareness of multiple zouk styles with teachers. Many teachers can't reconcile differences in instruction from different styles of zouk bc they only know their way. As such I won't be taking privates from them! I want to learn from someone or who is socially aware of what is going on in the zouk world.","Dancing with someone who is judgmental or who has body odor or bad breath.","Playfulness and exploration.","Playfulness and exploration.","Always","Always","Always","Some of the time","Always","Most of the time","Only with specific people","Always","Most of the time","Usually","Usually","Usually","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","20% Mellow/80% Dynamic","Somewhat accessible","A shift in attitude about correctness of movements. There is a strong sense of right and wrong out there and it is killing people's egos. It is not about that. It is about safety and consent. The most important thing in any dance is attitude, having fun! I will take that over dancing with a solemn pro any day. So we should really focus on that over getting technique right. That would be way more enjoyable for beginners and way more accurate to the importance of dance.","A","B","B","A","B","B","You need to rethink some of the assumptions made in this survey. In particular you have really heaped styles of classes in to buckets that don't really make practical sense. Like pattern focus vs harder concept? That is so random. To be clear, I prefer lab classes. I want to be given a concept or structure to work with then have at it. I want to be free to switch at will and reach out to the teacher for specific feedback when needed. They can give us a few activities but i have found in my 9 years that i get the most info in this format. The way you are suggesting is antiquated. Common, but antiquated nonetheless. Like we can go over a ""pattern"" but that just seems like a superficial term. It is really about building structures and foundations that make you a good dancers. The conceptualization of a pattern is a beginner way of thinking. So you may want to consider experience level in your class formats. I understand you had general concepts as a category but both of these buckets are too vague. It doesnt really get to the core of good teaching because you kinda need both. Further, many studies have been published to show that ""learning styles"" is a false concept. Ultimately expertise causes the same areas in the brain to fire on brain scans. So I would throw that question out and change it to what makes instruction the most effective. The answer honestly is demoing the movement, then walking through each piece together step by step. No glossing over stuff. So where is the body at each step in the movement. Then gradually speed it up. That is is all it takes. Also taking some time to clarify the why we do this. Also you are trying to figure out the most important things for events? The quality of artists and the quality of dancers. I could care less about the number. Dance floor quality isn't negotiable. Like yes dancing on the beach is fun but if you are going to teach you need a proper floor for safety reasons. Also who the dj is doesn't matter as much as their behavior. Do they read the crowd. Do they play a variety of music? Honestly a good Playlist is fine if it is put together well. You really could have dove deeper into what makes good music. Dynamic and mellow don't cover the full zouk spectrum. First of all I can't stand the traditional zouk and lambda music and I and definitely not alone. I would pay good money to cut that crap out. I would love to go to an event knowing that wouldn't be there. But on a more technical note it is good to have music with different rhythms to practice the different timings of movements. There are at least 5 variations instead of the standard slow quick quick. It is nice to practice that as am advanced dancer and if djs don't get that I don't want them. Also it is nice to have music with emotional variety. Like some songs sound nice but they sound they come out of a factory machine. Very  forumlaic predictable and redundant and hence less fun. (They can be good for practicing and beginners but not overplayed) But a song with real character a real story arc and change stays interesting. Something more human and less robotic a song where there is a very hugh level of artistic skill that went into it. In summary I think you can reach a lot deeper with your questions and more precisely target what is important. Oh another thing? Did you forget organizers? That is the main thing I look at. I know how much each one cares about people over money and that's who ultimately produces the best events. I can just trust their mindset. More food for thought for you!"
"2022/12/20 11:38:04 PM PST","Yes","63","Leader","6","Intermediate","Australia","Multiple times a week","In Person","3","60aud","Physical (I need to experience elements of the pattern through drills or repetition)","Equal mix of both","No, it does not make a difference to me","Day of the week","1.5 hours","Both equally","Very important","$10","Not at all important","Yes","Single","In Person","Improve ","Every few months","Mix of both","My time/availability;My instructor's time/availability","Yes","Yes","Only if explicitly asked for","Never","20:00","20:00","21:00","23:30","2","$0","Yes","Local socials;Weekender/workshops","40","20aud","3","120aud","","","Not at all interested","Decreased","2","2","1","2","2","1","1","2","2","2","","2","Unlearning ","Hurting another","The musicality ","The musicality ","Always","Some of the time","Some of the time","Only with specific people","Always","Always","Most of the time","","Most of the time","Only with specific partners","Only with specific partners","Only with specific partners","Only with specific partners","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","80% Mellow/20% Dynamic","Somewhat accessible","The music","A","B","B","A","B","A",""
"2022/12/21 12:15:57 AM PST","Yes","23","Follower","1","Intermediate","London, England ","Multiple times a week","In Person","3","£45","Physical (I need to experience elements of the pattern through drills or repetition)","Concept based","No, it does not make a difference to me","Day of the week","1.5 hours","Progressive Closed Group Classes","A little important","$10","A little important","Yes","Package","In Person","To fine tune the small details ","Every few months","Local instructors only","My budget/ability to pay the cost","Yes","Yes","Only if explicitly asked for","Only if explicitly asked for","20:00","20:00","21:00","00:00","2","$5","Yes","Local socials;Weekender/workshops;Congress","20+","£15","2","£50","3","£200","Somewhat interested","Increased","9","1","8","8","6","8","7","4","6","6","5","3","Not knowing anyone and having to get out of my comfort zone to meet people ","Fear of rejection ","When you get in the “flow” state while dancing and experience real connection ","That feeling of connection. + the social aspects ","Most of the time","Always","Only with specific people","Some of the time","Rarely","Most of the time","Only with specific people","Always","Most of the time","Sometimes","Sometimes","Sometimes","Sometimes","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Sometimes","50% Mellow/50% Dynamic","Somewhat accessible","Encourage more leads to come to socials ","A","B","B","A","B","B",""
"2022/12/21 12:55:09 AM PST","Yes","26","Follower","Almost 3 (includes break for pandemic and travelling, so more like 2)","Novice","UK","Never, or less than once a month","","","","","","","","","","","","","Yes","Mix","In Person","More targeted information, faster improvement","More than once a month","Mix of both","Nothing, I already take as many as I feel I need.;My time/availability;Need time to solo train the information they give me in between. ","Yes","Sometimes, it depends on the day/event","Never","Only if explicitly asked for","20:00","18:00","20:00","00:00","4-6","$5","Yes","Local socials;Weekender/workshops;Congress","10","18","2","200","2","180","Somewhat interested","Increased","2","1","10","4","6","10","6","7","8","8","6","5","Overcoming internal confidence issues when it comes to my dance","That a dance won't go well or I might get injured dancing with a rough lead.","Flow state and connection with my partner and the music","The feeling I get when I'm dancing with a partner I like and music is good. ","Some of the time","Some of the time","Only with specific people","Some of the time","","Always","Rarely","Most of the time","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","50% Mellow/50% Dynamic","Not at all accessible","Beginner friendly socials where mostly beginners are there. Maybe some time in classes for social dance to get people used to the idea.","A","B","A","B","B","B",""
"2022/12/21 12:58:49 AM PST","Yes","28","Leader","<1","Intermediate","British Columbia, Canada","Multiple times a week","In Person","6","120 CAD","Physical (I need to experience elements of the pattern through drills or repetition)","Concept based","No, it does not make a difference to me","Cost","1.5 hours","Progressive Closed Group Classes","Very important","$5","A little important","Yes","Package","In Person","Accelerated growth, and a better graps on concepts.","Every few months","Mix of both","My budget/ability to pay the cost","Yes","Yes","Never","Never","21:00","21:00","21:00","01:30","2","$10","Yes","Local socials;Weekender/workshops;Congress","40","25 CAD","12","120 EUR","8","130 EUR","Somewhat interested","Stayed the same","10","1","8","7","9","10","6","4","4","10","8","4","The timing and the controlled lead","Not making my partner happy","Enjoying a playful dance and making my partner smile","The community, less ego centered dance, different possibilities in figures while keeping a consistent structure.","Most of the time","Always","Some of the time","Never","Some of the time","Some of the time","Only with specific people","Always","Always","NA (I haven't learned or had connections this way)","Always","Always","Sometimes","Always","Always","Always","Always","Always","Usually","Usually","Never","Only with specific partners","Only with specific partners","Only with specific partners","50% Mellow/50% Dynamic","Somewhat accessible","A longer time focused on basics with an emphasis on the connection, but also tying that in with community.","B","A","A","A","B","B",""
"2022/12/21 1:52:13 AM PST","Yes","50","Leader","13","Advanced","Germany ","Multiple times a week","In Person","4","22 Euro","Physical (I need to experience elements of the pattern through drills or repetition)","Equal mix of both","Yes, but I will attend class regardless","I don't like the instructors/classes in my area","1 hour","Weekly Drop In Classes","Very important","$5","Very important","No","","","","","","","Yes","Yes","Only if explicitly asked for","Only if explicitly asked for","09:00","09:00","10:00","03:00","4-6","$15","Yes","Local socials;Weekender/workshops","40","10 Euro","3","100","0","","Not at all interested","Stayed the same","5","3","6","7","7","8","9","7","7","7","4","2","Feeling of flow","Rejection because of age","Feeling of flow","People I meet","Always","Most of the time","Only with specific people","Most of the time","Most of the time","Most of the time","Only with specific people","Most of the time","Most of the time","Sometimes","Sometimes","Sometimes","Usually","Always","Always","","Always","Always","Always","Always","Usually","Usually","Sometimes","Sometimes","50% Mellow/50% Dynamic","Somewhat accessible","Lower claims for new dancers AND community","A","A","B","B","B","","Social behavior in local community. Like ""who are you asking for a dance?"" What are your preferences? Age, look, experience, hight, size, status of relationship?"
"2022/12/21 3:20:16 AM PST","Yes","50","Leader","5","Intermediate","USA","Never, or less than once a month","","","","","","","","","","","","","Yes","Package","In Person","Improve what my dance felt like for my partners/follows","More than once a month","Mix of both","My budget/ability to pay the cost","Yes","Sometimes, it depends on the day/event","Only if explicitly asked for","Never","","21:00","22:00","02:00","3","$0","Yes","Local socials;Weekender/workshops;Congress","5","10","3","140","11","180","Not at all interested","Decreased","2","1","9","5","4","6","8","3","7","10","5","3","Living somewhere with ZERO zouk","being ""judged""","Human connection","Co-creation of shared ephemeral art & experience *and* connection ""fix""","Most of the time","Most of the time","Rarely","Never","Most of the time","Most of the time","Rarely","","Only with specific people","Only with specific partners","Only with specific partners","Only with specific partners","Sometimes","Always","Always","Always","Usually","Always","Usually","Sometimes","Sometimes","Usually","Sometimes","Usually","80% Mellow/20% Dynamic","Somewhat accessible","More classes on *social* dancing","B","B","A","B","B","B",""
"2022/12/21 3:53:23 AM PST","Yes","37","Leader","8","Intermediate","","Never, or less than once a month","","","","","","","","","","","","","Yes","Package","In Person","learn a different style ","A few times a year, or less","Professionals at events only","My budget/ability to pay the cost;My instructor's time/availability","Yes","Yes","Only if explicitly asked for","Only if explicitly asked for","22:00","20:00","11:00","01:00","3","$0","Yes","Local socials;Congress","twice weekly","around 4.50 USD","","","3","about 100 USD","Not at all interested","Stayed the same","7","1","5","3","4","7","6","2","2","4","0","3","feeling awkward and clueless ","disappointing follows ","music, connection, community","positive feedback","Some of the time","Some of the time","Never","Never","Some of the time","Some of the time","Rarely","","Only with specific people","Only with specific partners","Only with specific partners","Only with specific partners","Usually","Always","Always","Always","Only with specific partners","Always","Always","Always","Usually","NA (I haven't learned or had connections this way)","NA (I haven't learned or had connections this way)","NA (I haven't learned or had connections this way)","80% Mellow/20% Dynamic","Somewhat accessible","better instruction, more instructors","B","B","A","A","B","A",""
"2022/12/21 4:19:31 AM PST","Yes","43yo","Both Equally","5 years","Intermediate","Australia","Once a week","In Person","2","AU$20","Visual (I need to see the pattern demonstrated by the instructors multiple times before I try any movement)","Concept based","Yes, but I will attend class regardless","Cost","1 hour","Both equally","Very important","$0","A little important","Yes","Single","In Person","Tactical check-in just prior to a festival to connect with the metropolitan teachers/crowd. (I am from a small, regional town and have previously become shy at the metro socials at a festival.)","A few times a year, or less","Professionals at events only","My budget/ability to pay the cost;My time/availability;I live in a small, regional town.","Yes","Yes","Never","Never","18:00","18:00","17:00","23:59","2","$5","Yes","Local socials;Weekender/workshops;Congress","36","$0","2","AU$40","1","AU$260.00","Not at all interested","Stayed the same","10","6","8","7","5","9","4","1","2","3","6","4","That it was so little known. Perhaps I would have been doing it earlier had I have known about it. Everyone that I talk to about it have never heard of it prior to me mentioning it.

The only reason I started zouk was because I went in search of salsa classes at the local dance studio and zouk was the genre being taught on my only available night.","Incorrect boneca technique leading to injury. We have so little exposure to it in our small, regional town that it is quite a foreign concept to me.","The connection gained with people. The latin dance scene is such a welcoming community.","The elegance of the genre, the diversity of music, the endless possibilities of movement that are able to generate from a 3-dimensional dance genre, the people and community.","Most of the time","Always","Always","Never","Some of the time","Most of the time","Never","","Some of the time","Usually","Usually","Usually","Usually","Usually","Usually","Usually","Sometimes","Usually","Sometimes","Usually","Usually","Usually","Usually","Usually","50% Mellow/50% Dynamic","Somewhat accessible","Clear curriculum.","B","B","A","B","B","B","How big is your local scene?
Are you involved in other dance genres?
What roles do you play in your local scene? (eg student, teacher, committee, DJ, organiser, volunteer helper, etc.)"
"2022/12/21 4:42:43 AM PST","Yes","46","Leader","5","Intermediate","Michigan ","2-3 times a month","Mixed","2","$10","Visual (I need to see the pattern demonstrated by the instructors multiple times before I try any movement)","Equal mix of both","Yes, but I will attend class regardless","Day of the week","1 hour","Both equally","Very important","$5","Not at all important","Yes","Single","In Person","Improving technique in leading tilted turns.","Only at events","Professionals at events only","My budget/ability to pay the cost","Yes","Yes","Only if explicitly asked for","Never","20:00","20:00","20:00","00:00","2","$5","Yes","Local socials;Weekender/workshops;Congress","20","10","4","90","3","130","Not at all interested","Stayed the same","2","6","9","7","7","10","9","8","8","8","5","5","Timing","Not being able to get good enough.","Watching myself grow as a dancer.","The hugs and the smiles.","Always","Always","Never","Some of the time","Always","Most of the time","Never","Always","Most of the time","Sometimes","Sometimes","Sometimes","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","50% Mellow/50% Dynamic","Somewhat accessible","Start with basic on the spot","A","B","A","B","B","A",""
